# x_m, y_m, w_tr_right_m, w_tr_left_m
13.933188774377976, -0.6531319514628628, 1.2257650672131264, 1.2257650672131264
14.035027530129396, -0.6389333658338627, 1.3238202294873727, 1.3238202294873727
14.136708186671243, -0.6214189096909789, 1.4080127840328724, 1.4080127840328724
14.23766767314637, -0.6003512167710897, 1.5041608956491324, 1.5041608956491324
14.337342918697658, -0.575492920811074, 1.6007810593582121, 1.6007810593582121
14.435170852467957, -0.5466066555478097, 1.6867127793433, 1.6867127793433
14.530588403600138, -0.5134550547181758, 1.7755280904564703, 1.7755280904564703
14.623032501237063, -0.47580075205905037, 1.824828759089466, 1.824828759089466
14.7119400745216, -0.433406381307312, 1.91637678967368, 1.91637678967368
14.796748052596605, -0.38603457619983905, 2.00124960961895, 2.00124960961895
14.876893364604948, -0.33344797047351005, 2.08806130178211, 2.08806130178211
14.951812939689487, -0.27540919786520335, 2.1224985276791126, 2.1224985276791126
15.020943706993087, -0.21168089211179728, 2.147673159491453, 2.147673159491453
15.083722626463205, -0.1420257166760853, 2.2135943621178655, 2.2135943621178655
15.139753650368604, -0.0663674798473638, 2.193171219946131, 2.193171219946131
15.189198465378944, 0.014831805618239782, 2.1587033144922905, 2.1587033144922905
15.232335057827768, 0.10099789971358772, 2.128966885604377, 2.128966885604377
15.269441414048636, 0.1915565624315411, 2.110094784600919, 2.110094784600919
15.300795520375102, 0.2859335537649612, 2.0940391591371923, 2.0940391591371923
15.326675363140723, 0.38355463370670995, 2.0500000000000003, 2.0500000000000003
15.347358928679045, 0.4838455622496489, 2.0303940504246953, 2.0303940504246953
15.36312420332363, 0.5862320993866399, 1.9906029237394383, 1.9906029237394383
15.374249173408028, 0.6901400051105434, 1.9500000000000002, 1.9500000000000002
15.381011825265796, 0.7949950394142219, 1.91637678967368, 1.91637678967368
15.383690145230485, 0.9002229622905368, 1.89274932307477, 1.89274932307477
15.382562119635653, 1.0052495337323497, 1.8668154702594473, 1.8668154702594473
15.377905734814847, 1.1095005137325216, 1.8343936327844141, 1.8343936327844141
15.369995269268147, 1.2124164312965855, 1.8172781845386248, 1.8172781845386248
15.35902266577761, 1.3137657744036932, 1.8062391868188443, 1.8062391868188443
15.345099134734328, 1.4136386036470303, 1.7867568385205637, 1.7867568385205637
15.328332499400247, 1.5121384712056944, 1.746424919657298, 1.746424919657298
15.308830583037263, 1.6093689292587832, 1.75, 1.75
15.286701208907301, 1.7054335299853929, 1.7219175357722563, 1.7219175357722563
15.262052200272281, 1.8004358255646205, 1.7029386365926404, 1.7029386365926404
15.234991380394113, 1.8944793681755625, 1.6770509831248424, 1.6770509831248424
15.205626572534731, 1.987667709997317, 1.6770509831248424, 1.6770509831248424
15.174065599956037, 2.0801044032089804, 1.6492422502470643, 1.6492422502470643
15.14041628591996, 2.1718929999896504, 1.6620770138594663, 1.6620770138594663
15.104786453688407, 2.263137052518422, 1.6446884203398526, 1.6446884203398526
15.067283926523308, 2.353940112974395, 1.6347782724271818, 1.6347782724271818
15.028016527686571, 2.444405733536664, 1.632482771731451, 1.632482771731451
14.987094598692307, 2.534636760246203, 1.632482771731451, 1.632482771731451
14.94470231734893, 2.6247153348544296, 1.6347782724271818, 1.6347782724271818
14.901107799422219, 2.714700062235811, 1.632482771731451, 1.632482771731451
14.856583709681873, 2.804648271687607, 1.632482771731451, 1.632482771731451
14.811402712897593, 2.8946172925070734, 1.63783393541592, 1.63783393541592
14.765837473839067, 2.984664453991468, 1.6507574019219178, 1.6507574019219178
14.720160657276002, 3.0748470854380496, 1.632482771731451, 1.632482771731451
14.674644927978097, 3.165222516144076, 1.632482771731451, 1.632482771731451
14.629562950715046, 3.2558480754068033, 1.632482771731451, 1.632482771731451
14.58518739025655, 3.346781092523491, 1.6347782724271818, 1.6347782724271818
14.541790911372301, 3.4380788967913944, 1.6446884203398526, 1.6446884203398526
14.499646178832005, 3.529798817507774, 1.6552945357246849, 1.6552945357246849
14.459025857405356, 3.621998183969885, 1.6347782724271818, 1.6347782724271818
14.420199891025229, 3.71473246014832, 1.632482771731451, 1.632482771731451
14.383396972911713, 3.8080288297236042, 1.6620770138594663, 1.6620770138594663
14.348813763491727, 3.901892515624042, 1.6763054614240211, 1.6763054614240211
14.316646082983628, 3.9963281647553655, 1.6763054614240211, 1.6763054614240211
14.287089751605782, 4.091340424023307, 1.6770509831248424, 1.6770509831248424
14.260340589576552, 4.186933940333598, 1.700735135169495, 1.700735135169495
14.236594417114294, 4.283113360591969, 1.7029386365926404, 1.7029386365926404
14.216047054437364, 4.3798833317041534, 1.7240939649566667, 1.7240939649566667
14.198894321764133, 4.477248500575883, 1.75, 1.75
14.18533203931296, 4.575213514112891, 1.7528548142958105, 1.7528548142958105
14.175556027302202, 4.673783019220907, 1.7564168070250297, 1.7564168070250297
14.169762105950221, 4.772961662805662, 1.784656829757475, 1.784656829757475
14.16814609547538, 4.87275409177289, 1.8062391868188443, 1.8062391868188443
14.170903816096038, 4.973164953028322, 1.8172781845386248, 1.8172781845386248
14.178271268996074, 5.074127641232882, 1.8343936327844141, 1.8343936327844141
14.1908172845442, 5.174985350531995, 1.8668154702594473, 1.8668154702594473
14.20927515820212, 5.274789631828652, 1.9000000000000001, 1.9000000000000001
14.234379351482637, 5.3725899682865705, 1.9006577808748213, 1.9006577808748213
14.26686432589857, 5.467435843069477, 1.913765920900464, 1.913765920900464
14.307464542962732, 5.558376739341093, 1.9300259065618783, 1.9300259065618783
14.356914464187934, 5.644462140265141, 1.9448650338776723, 1.9448650338776723
14.415686864837225, 5.7248410351576045, 1.960229578391266, 1.960229578391266
14.482919745405693, 5.799169961214493, 1.9474342094150447, 1.9474342094150447
14.557326625058336, 5.867266864585865, 1.9448650338776723, 1.9448650338776723
14.637620845777352, 5.928949758795514, 1.94164878389476, 1.94164878389476
14.722515749544936, 5.98403665736723, 1.913765920900464, 1.913765920900464
14.810724724945604, 6.032345597003973, 1.89274932307477, 1.89274932307477
14.901179924538619, 6.073803423733696, 1.8721645226849057, 1.8721645226849057
14.993537345808072, 6.108697011224936, 1.8607794065928396, 1.8607794065928396
15.087602493719187, 6.137387595518381, 1.8439088914585775, 1.8439088914585775
15.183180873237193, 6.160236412654721, 1.812456896039186, 1.812456896039186
15.280077989327312, 6.177604698674647, 1.7677669529663689, 1.7677669529663689
15.378099346954777, 6.189853689618848, 1.7564168070250297, 1.7564168070250297
15.477050451084807, 6.197344621528011, 1.746424919657298, 1.746424919657298
15.576736806682636, 6.200438730442829, 1.7262676501632068, 1.7262676501632068
15.676963918713481, 6.19949725240399, 1.711724276862369, 1.711724276862369
15.777537292142577, 6.194881423452184, 1.6977926846349647, 1.6977926846349647
15.878262431935147, 6.186952479628102, 1.6770509831248424, 1.6770509831248424
15.97894484305641, 6.176071656972432, 1.6620770138594663, 1.6620770138594663
16.07939003047161, 6.162600191525866, 1.6500000000000001, 1.6500000000000001
16.179403499145955, 6.14689931932909, 1.6530275254816542, 1.6530275254816542
16.278796575904746, 6.129323180118803, 1.63783393541592, 1.63783393541592
16.377499043534016, 6.110081526872426, 1.6278820596099708, 1.6278820596099708
16.47555114611184, 6.089249470563042, 1.63783393541592, 1.63783393541592
16.57299734819483, 6.066896977794331, 1.6140012391568974, 1.6140012391568974
16.669882114339615, 6.04309401516997, 1.6446884203398526, 1.6446884203398526
16.766249909102807, 6.017910549293632, 1.628649747490233, 1.628649747490233
16.862145197041038, 5.991416546768996, 1.63783393541592, 1.63783393541592
16.957612442710914, 5.963681974199738, 1.6446884203398526, 1.6446884203398526
17.05269611066907, 5.9347767981895325, 1.628649747490233, 1.628649747490233
17.14744066547213, 5.90477098534206, 1.6446884203398526, 1.6446884203398526
17.241890571676695, 5.873734502260992, 1.628649747490233, 1.628649747490233
17.336090293839398, 5.8417373155500085, 1.6155494421403511, 1.6155494421403511
17.430084296516863, 5.8088493918127835, 1.628649747490233, 1.628649747490233
17.523916994198036, 5.775140723362932, 1.6140012391568974, 1.6140012391568974
